Elm	Domain	interactorElm	interactorDomain	StartElm	StopElm	StartDomain	StopDomain	AffinityMin	AffinityMax	PMID	taxonomyElm	taxonomyDomain	
DOC_ANK_TNKS_1	PF00023	Q9C0C2	Q9H2K2	1507	1514	525	557	None	None	12080061	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P02751	P05106	263	265	38	461	None	None	1532572,17015452,18480047,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF01839	P02751	P06756	263	265	None	None	None	None	1532572,17015452,18480047,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF08441	P02751	P06756	263	265	467	914	None	None	1532572,17015452,18480047,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P02751	P05556	263	265	34	464	None	None	1532572,17015452,18480047,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF01839	P02751	P08648	263	265	None	None	None	None	1532572,17015452,18480047,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF08441	P02751	P08648	263	265	489	921	None	None	1532572,17015452,18480047,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P02751	P18084	263	265	35	463	None	None	1532572,17015452,18480047,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P02751	P18564	263	265	30	456	None	None	1532572,17015452,18480047,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P02751	P05106	367	369	38	461	None	None	1532572,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF01839	P02751	P06756	367	369	None	None	None	None	1532572,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF08441	P02751	P06756	367	369	467	914	None	None	1532572,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P02751	P18084	367	369	35	463	None	None	1532572,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P02751	P18564	367	369	30	456	None	None	1532572,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P02751	P05106	501	503	38	461	None	None	1532572,18480047,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF01839	P02751	P06756	501	503	None	None	None	None	1532572,18480047,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF08441	P02751	P06756	501	503	467	914	None	None	1532572,18480047,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P02751	P18084	501	503	35	463	None	None	1532572,18480047,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P02751	P18564	501	503	30	456	None	None	1532572,18480047,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P02751	P18084	1432	1434	35	463	None	None	1532572,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF01839	P02751	P06756	1432	1434	None	None	None	None	1532572,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF08441	P02751	P06756	1432	1434	467	914	None	None	1532572,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P02751	P18564	1432	1434	30	456	None	None	1532572,1694173	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P11276	P05106	264	266	38	461	None	None	17591922,18480047	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF01839	P11276	P06756	264	266	None	None	None	None	17591922,18480047	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF08441	P11276	P06756	264	266	467	914	None	None	17591922,18480047	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P11276	P05106	501	503	38	461	None	None	17591922,18480047	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF01839	P11276	P06756	501	503	None	None	None	None	17591922,18480047	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF08441	P11276	P06756	501	503	467	914	None	None	17591922,18480047	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF00362	P35555	P05556	2304	2306	34	464	None	None	8617364,18653538	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF01839	P35555	P06756	2304	2306	None	None	None	None	8617364,18653538	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_isoDGR_1	PF08441	P35555	P06756	2304	2306	467	914	None	None	8617364,18653538	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DEG_CRL4_CDT2_1	PF02747	Q9I9A7	P18248	4	16	127	254	None	None	19595719	"8355"(Xenopus laevis)	"8355"(Xenopus laevis)
DEG_CRL4_CDT2_1	PF00400	Q9I9A7	Q4V837	4	16	None	None	None	None	19595719	"8355"(Xenopus laevis)	"8355"(Xenopus laevis)
DEG_CRL4_CDT2_1	PF02747	Q9H211	P12004	4	15	127	254	None	None	16861906	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DEG_CRL4_CDT2_1	PF00400	Q9H211	Q9NZJ0	4	15	None	None	None	None	16861906	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DEG_CRL4_CDT2_1	PF02747	P38936	P12004	145	157	127	254	None	None	18703516,18794347	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DEG_CRL4_CDT2_1	PF00400	P38936	Q9NZJ0	145	157	None	None	None	None	18703516,18794347	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DEG_CRL4_CDT2_1	PF02747	Q91603	P18248	172	184	127	254	None	None	20606006	"8355"(Xenopus laevis)	"8355"(Xenopus laevis)
DEG_CRL4_CDT2_1	PF00400	Q91603	Q4V837	172	184	None	None	None	None	20606006	"8355"(Xenopus laevis)	"8355"(Xenopus laevis)
DEG_CRL4_CDT2_1	PF02747	Q9NQR1	P12004	220	231	127	254	None	None	21220508,20932472	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DEG_CRL4_CDT2_1	PF00400	Q9NQR1	Q9NZJ0	220	231	None	None	None	None	21220508,20932472	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Pex14_1	PF00018	P50542	Q92968	118	122	278	328	None	None	19584060,11865044	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Pex14_1	PF04695	P50542	O75381	118	122	24	135	None	None	19584060,11865044	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Pex14_1	PF00018	P50542	Q92968	140	144	278	328	None	None	19584060,11865044	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Pex14_1	PF04695	P50542	O75381	140	144	24	135	None	None	19584060,11865044	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Pex14_1	PF00018	P50542	Q92968	159	163	278	328	None	None	19584060,11865044	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Pex14_1	PF04695	P50542	O75381	159	163	24	135	None	None	19584060,11865044	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Pex14_1	PF00018	P50542	Q92968	184	188	278	328	None	None	19584060,11865044	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Pex14_1	PF04695	P50542	O75381	184	188	24	135	None	None	19584060,11865044	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Pex14_1	PF00018	P50542	Q92968	243	247	278	328	None	None	19584060,11865044	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Pex14_1	PF04695	P50542	O75381	243	247	24	135	None	None	19584060,11865044	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Pex14_1	PF00018	P50542	Q92968	257	261	278	328	None	None	19584060,11865044	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Pex14_1	PF04695	P50542	O75381	257	261	24	135	None	None	19584060,11865044	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Pex14_1	PF00018	P50542	Q92968	308	312	278	328	None	None	19584060,11865044	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Pex14_1	PF04695	P50542	O75381	308	312	24	135	None	None	19584060,11865044	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Pex14_1	PF04695	Q01495	P78723	118	122	9	120	None	None	10660573	"4905"(Pichia angusta)	"4905"(Pichia angusta)
LIG_Pex14_1	PF00018	Q01495	A1XDT9	118	122	301	347	None	None	10660573	"4905"(Pichia angusta)	"4905"(Pichia angusta)
LIG_Pex14_1	PF04695	Q01495	P78723	183	187	9	120	None	None	10660573	"4905"(Pichia angusta)	"4905"(Pichia angusta)
LIG_Pex14_1	PF00018	Q01495	A1XDT9	183	187	301	347	None	None	10660573	"4905"(Pichia angusta)	"4905"(Pichia angusta)
LIG_Pex14_1	PF04695	Q01495	P78723	243	247	9	120	None	None	10660573	"4905"(Pichia angusta)	"4905"(Pichia angusta)
LIG_Pex14_1	PF00018	Q01495	A1XDT9	243	247	301	347	None	None	10660573	"4905"(Pichia angusta)	"4905"(Pichia angusta)
LIG_Pex14_1	PF00018	P35056	P80667	120	124	312	364	None	None	11101511	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
LIG_Pex14_1	PF00018	P35056	P80667	204	208	312	364	None	None	11101511	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
LIG_Pex14_1	PF04695	Q9FMA3	Q9FXT6	240	244	53	181	None	None	11978862	"3702"(Arabidopsis thaliana)	"3702"(Arabidopsis thaliana)
LIG_Pex14_1	PF04695	Q9FMA3	Q9FXT6	257	261	53	181	None	None	11978862	"3702"(Arabidopsis thaliana)	"3702"(Arabidopsis thaliana)
LIG_Pex14_1	PF04695	Q9FMA3	Q9FXT6	270	274	53	181	None	None	11978862	"3702"(Arabidopsis thaliana)	"3702"(Arabidopsis thaliana)
LIG_Pex14_1	PF04695	Q9FMA3	Q9FXT6	348	352	53	181	None	None	11978862	"3702"(Arabidopsis thaliana)	"3702"(Arabidopsis thaliana)
LIG_Pex14_1	PF04695	Q9FMA3	Q9FXT6	362	366	53	181	None	None	11978862	"3702"(Arabidopsis thaliana)	"3702"(Arabidopsis thaliana)
LIG_Pex14_1	PF04695	Q9FMA3	Q9FXT6	378	382	53	181	None	None	11978862	"3702"(Arabidopsis thaliana)	"3702"(Arabidopsis thaliana)
LIG_Pex14_1	PF04695	Q9FMA3	Q9FXT6	396	400	53	181	None	None	11978862	"3702"(Arabidopsis thaliana)	"3702"(Arabidopsis thaliana)
LIG_Pex14_1	PF04695	Q9FMA3	Q9FXT6	408	412	53	181	None	None	11978862	"3702"(Arabidopsis thaliana)	"3702"(Arabidopsis thaliana)
LIG_Pex14_1	PF04695	Q9FMA3	Q9FXT6	425	429	53	181	None	None	11978862	"3702"(Arabidopsis thaliana)	"3702"(Arabidopsis thaliana)
LIG_EVH1_1	PF00568	P33379	Q8N8S7	265	269	1	108	5.0	5.0	10990454,10338211,9312002	"1639"(Listeria monocytogenes)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P33379	P50552	265	269	1	110	None	None	10990454,10338211,9312002	"1639"(Listeria monocytogenes)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P33379	Q03173	265	269	1	108	None	None	10990454,10338211,9312002	"1639"(Listeria monocytogenes)	"10090"(Mus musculus)
LIG_EVH1_1	PF00568	P33379	P50552	300	304	1	110	None	None	8861907,10990454,9312002	"1639"(Listeria monocytogenes)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P33379	Q03173	300	304	1	108	None	None	8861907,10990454,9312002	"1639"(Listeria monocytogenes)	"10090"(Mus musculus)
LIG_EVH1_1	PF00568	P33379	P70429	300	304	1	109	None	None	8861907,10990454,9312002	"1639"(Listeria monocytogenes)	"10090"(Mus musculus)
LIG_EVH1_1	PF00568	P33379	P50552	335	339	1	110	None	None	10990454,9312002	"1639"(Listeria monocytogenes)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P33379	Q03173	335	339	1	108	None	None	10990454,9312002	"1639"(Listeria monocytogenes)	"10090"(Mus musculus)
LIG_EVH1_1	PF00568	P33379	P50552	380	384	1	110	None	None	10990454,9312002	"1639"(Listeria monocytogenes)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P33379	Q03173	380	384	1	108	None	None	10990454,9312002	"1639"(Listeria monocytogenes)	"10090"(Mus musculus)
LIG_EVH1_1	PF00568	Q12955	P50552	3254	3258	1	110	None	None	9312002	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P12003	P50552	842	846	1	110	None	None	8980130	"9031"(Gallus gallus)	"9606"(Homo sapiens)
LIG_EVH1_2	PF00568	Q08877	Q9Z214	809	813	1	107	None	None	9808459	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_EVH1_1	PF00568	O15117	P50552	616	620	1	110	None	None	10747096	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q04584	Q8N8S7	102	106	1	108	None	None	9693373	"9031"(Gallus gallus)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q04584	Q8N8S7	113	117	1	108	None	None	9693373	"9031"(Gallus gallus)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q04584	Q8N8S7	121	125	1	108	None	None	9693373	"9031"(Gallus gallus)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q15942	Q8N8S7	104	108	1	108	None	None	10801818	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q15942	Q8N8S7	114	118	1	108	None	None	10801818	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q15942	Q8N8S7	73	77	1	108	None	None	10801818,10338211	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q15942	Q8N8S7	93	97	1	108	None	None	10801818	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P18206	P50552	842	846	1	110	None	None	10338211,9312002,11911879	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	P18206	Q8N8S7	842	846	1	108	23.0	23.0	10338211,9312002,11911879	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_2	PF00568	Q14643	Q9Z214	49	53	1	107	None	None	9808459	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
LIG_EVH1_1	PF00568	P51617	P50552	168	172	1	110	None	None	20044140	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_2	PF00568	P23385	Q9Z214	1152	1156	1	107	None	None	9808459,10798399	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_EVH1_2	PF00568	Q13255	Q9Z214	1147	1151	1	107	None	None	10798399	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
LIG_EVH1_2	PF00568	P31424	Q9Z214	1156	1160	1	107	None	None	9808459,11491285	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_EVH1_1	PF00568	Q9Y6N7	Q8N8S7	1186	1190	1	108	None	None	10338211,10892742	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_EVH1_2	PF00568	P21817	Q9Z214	1773	1777	1	107	None	None	12223488	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
LIG_EVH1_2	PF00568	Q9JLU4	Q9Z214	1385	1389	1	107	None	None	10433269	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_EVH1_2	PF00568	Q9JLU4	Q9Z214	908	912	1	107	None	None	10433269	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_EVH1_1	PF00568	O35464	Q9UI08	1011	1015	1	109	None	None	10993894	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_EVH1_1	PF00568	Q9H2E6	Q9UI08	1010	1014	1	109	None	None	10993894	"9606"(Homo sapiens)	"9606"(Homo sapiens)
TRG_NLS_MonoExtN_4	PF00514	P01106	Q02821	320	327	None	None	None	None	3054508,10745017	"9606"(Homo sapiens)	"559292"(Saccharomyces cerevisiae S288c)
CLV_C14_Caspase3-7	PF00656	Q13043	P42574	323	327	45	275	None	None	11278283,11278782	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q13188	P42574	319	323	45	275	None	None	11278283	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P09874	P42574	211	215	45	275	None	None	8090205	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P08621	P42574	338	342	45	275	None	None	8642305	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P78527	P42574	2710	2714	45	275	None	None	8670824	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q12772	P42574	465	469	45	275	None	None	8605870	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P36956	P42574	457	461	45	275	None	None	7629113	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q13813	P42574	1182	1186	45	275	None	None	9712874	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q13813	P42574	1475	1479	45	275	None	None	9712874	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q01082	P42574	1454	1458	45	275	None	None	9712874	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P42858	P42574	547	551	45	275	None	None	16777606	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	O54824	P70677	1201	1205	45	275	None	None	10479680	"10090"(Mus musculus)	"10090"(Mus musculus)
CLV_C14_Caspase3-7	PF00656	Q63767	P55213	413	417	45	275	None	None	10712510	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
CLV_C14_Caspase3-7	PF00656	Q63767	P55213	745	749	45	275	None	None	10712510	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
CLV_C14_Caspase3-7	PF00656	P06400	P42574	883	887	45	275	None	None	11420704	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P06400	P42574	346	350	45	275	None	None	11420704	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q13177	P42574	209	213	45	275	None	None	9171063	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q05655	P42574	326	330	45	275	None	None	8557034	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P11473	P42574	195	199	45	275	None	None	18832097	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P52566	P42574	16	20	45	275	None	None	8626669	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	O35254	P42574	317	321	45	275	None	None	11815631	"10116"(Rattus norvegicus)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	O35254	P42574	372	376	45	275	None	None	11815631	"10116"(Rattus norvegicus)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	O35254	P42574	390	394	45	275	None	None	11815631	"10116"(Rattus norvegicus)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q13464	P42574	1110	1114	45	275	None	None	11283607	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P32926	P42574	778	782	45	275	None	None	11500511	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q02413	P42574	885	889	45	275	None	None	16286477	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P12830	P42574	747	751	45	275	None	None	11076937	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P55212	P42574	176	180	45	275	None	None	8900201	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P55212	P42574	190	194	45	275	None	None	8900201	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P55212	P42574	20	24	45	275	None	None	8900201	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P55211	P42574	327	331	45	275	None	None	8900201	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	P54259	P42574	103	107	45	275	None	None	10085113,9535906	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q9HAW4	P42574	22	26	45	275	None	None	17431426	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q9UQF2	P42574	95	99	45	275	None	None	21237154	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q9UQF2	P42574	405	409	45	275	None	None	21237154	"9606"(Homo sapiens)	"9606"(Homo sapiens)
CLV_C14_Caspase3-7	PF00656	Q7KZF4	P42574	812	816	45	275	None	None	19820703	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q01094	P51610	97	100	215	263	None	None	17612494,16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q01094	P51610	97	100	91	145	None	None	17612494,16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q01094	P51610	97	100	264	330	None	None	17612494,16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q01094	P51610	97	100	146	208	None	None	17612494,16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P06492	P51610	361	364	215	263	None	None	9389645	"10299"(Herpes simplex virus (type 1 / strain 17))	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P06492	P51610	361	364	91	145	None	None	9389645	"10299"(Herpes simplex virus (type 1 / strain 17))	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P06492	P51610	361	364	264	330	None	None	9389645	"10299"(Herpes simplex virus (type 1 / strain 17))	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P06492	P51610	361	364	146	208	None	None	9389645	"10299"(Herpes simplex virus (type 1 / strain 17))	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NS37	P51610	303	306	215	263	None	None	10871379,15705566	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NS37	P51610	303	306	91	145	None	None	10871379,15705566	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NS37	P51610	303	306	264	330	None	None	10871379,15705566	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NS37	P51610	303	306	146	208	None	None	10871379,15705566	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NWW0	P51610	76	79	215	263	None	None	12235138	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NWW0	P51610	76	79	91	145	None	None	12235138	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NWW0	P51610	76	79	264	330	None	None	12235138	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9NWW0	P51610	76	79	146	208	None	None	12235138	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q16254	P51610	389	392	215	263	None	None	16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q16254	P51610	389	392	91	145	None	None	16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q16254	P51610	389	392	264	330	None	None	16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q16254	P51610	389	392	146	208	None	None	16633736	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	O43889	P51610	78	81	215	263	None	None	9658067,9389645	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	O43889	P51610	78	81	91	145	None	None	9658067,9389645	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	O43889	P51610	78	81	264	330	None	None	9658067,9389645	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	O43889	P51610	78	81	146	208	None	None	9658067,9389645	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P29747	P51610	64	67	215	263	None	None	9658067,9389645	"7227"(Drosophila melanogaster)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P29747	P51610	64	67	91	145	None	None	9658067,9389645	"7227"(Drosophila melanogaster)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P29747	P51610	64	67	264	330	None	None	9658067,9389645	"7227"(Drosophila melanogaster)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P29747	P51610	64	67	146	208	None	None	9658067,9389645	"7227"(Drosophila melanogaster)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P08152	P51610	162	165	215	263	None	None	14532282	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P08152	P51610	162	165	91	145	None	None	14532282	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P08152	P51610	162	165	264	330	None	None	14532282	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	P08152	P51610	162	165	146	208	None	None	14532282	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9JJD0	P51610	234	237	215	263	None	None	20581084	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9JJD0	P51610	234	237	91	145	None	None	20581084	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9JJD0	P51610	234	237	264	330	None	None	20581084	"10090"(Mus musculus)	"9606"(Homo sapiens)
LIG_HCF-1_HBM_1	PF13415	Q9JJD0	P51610	234	237	146	208	None	None	20581084	"10090"(Mus musculus)	"9606"(Homo sapiens)
